"date_key","date_id","day","month","year"
1612,"2023-05-31","31","05","2023"
1613,"2023-06-01","01","06","2023"
1614,"2023-06-02","02","06","2023"
1615,"2023-06-03","03","06","2023"
1616,"2023-06-04","04","06","2023"
1617,"2023-06-05","05","06","2023"
1618,"2023-06-06","06","06","2023"
1619,"2023-06-07","07","06","2023"
1620,"2023-06-08","08","06","2023"
1621,"2023-06-09","09","06","2023"
1622,"2023-06-10","10","06","2023"
1623,"2023-06-11","11","06","2023"
1624,"2023-06-12","12","06","2023"
1625,"2023-06-13","13","06","2023"
1626,"2023-06-14","14","06","2023"
1627,"2023-06-15","15","06","2023"
1628,"2023-06-16","16","06","2023"
1629,"2023-06-17","17","06","2023"
1630,"2023-06-18","18","06","2023"
1631,"2023-06-19","19","06","2023"
1632,"2023-06-20","20","06","2023"
1633,"2023-06-21","21","06","2023"
1634,"2023-06-22","22","06","2023"
1635,"2023-06-23","23","06","2023"
1636,"2023-06-24","24","06","2023"
1637,"2023-06-25","25","06","2023"
1638,"2023-06-26","26","06","2023"
1639,"2023-06-27","27","06","2023"
1640,"2023-06-28","28","06","2023"
1641,"2023-06-29","29","06","2023"
1642,"2023-06-30","30","06","2023"
1643,"2023-07-01","01","07","2023"
1644,"2023-07-02","02","07","2023"
1645,"2023-07-03","03","07","2023"
1646,"2023-07-04","04","07","2023"
1647,"2023-07-05","05","07","2023"
1648,"2023-07-06","06","07","2023"
1649,"2023-07-07","07","07","2023"
1650,"2023-07-08","08","07","2023"
1651,"2023-07-09","09","07","2023"
1652,"2023-07-10","10","07","2023"
1653,"2023-07-11","11","07","2023"
1654,"2023-07-12","12","07","2023"
1655,"2023-07-13","13","07","2023"
1656,"2023-07-14","14","07","2023"
1657,"2023-07-15","15","07","2023"
1658,"2023-07-16","16","07","2023"
1659,"2023-07-17","17","07","2023"
1660,"2023-07-18","18","07","2023"
1661,"2023-07-19","19","07","2023"
1662,"2023-07-20","20","07","2023"
1663,"2023-07-21","21","07","2023"
1664,"2023-07-22","22","07","2023"
1665,"2023-07-23","23","07","2023"
1666,"2023-07-24","24","07","2023"
1667,"2023-07-25","25","07","2023"
1668,"2023-07-26","26","07","2023"
1669,"2023-07-27","27","07","2023"
1670,"2023-07-28","28","07","2023"
1671,"2023-07-29","29","07","2023"
1672,"2023-07-30","30","07","2023"
1673,"2023-07-31","31","07","2023"
1674,"2023-08-01","01","08","2023"
1675,"2023-08-02","02","08","2023"
1676,"2023-08-03","03","08","2023"
1677,"2023-08-04","04","08","2023"
1678,"2023-08-05","05","08","2023"
1679,"2023-08-06","06","08","2023"
1680,"2023-08-07","07","08","2023"
1681,"2023-08-08","08","08","2023"
1682,"2023-08-09","09","08","2023"
1683,"2023-08-10","10","08","2023"
1684,"2023-08-11","11","08","2023"
1685,"2023-08-12","12","08","2023"
1686,"2023-08-13","13","08","2023"
1687,"2023-08-14","14","08","2023"
1688,"2023-08-15","15","08","2023"
1689,"2023-08-16","16","08","2023"
1690,"2023-08-17","17","08","2023"
1691,"2023-08-18","18","08","2023"
1692,"2023-08-19","19","08","2023"
1693,"2023-08-20","20","08","2023"
1694,"2023-08-21","21","08","2023"
1695,"2023-08-22","22","08","2023"
1696,"2023-08-23","23","08","2023"
1697,"2023-08-24","24","08","2023"
1698,"2023-08-25","25","08","2023"
1699,"2023-08-26","26","08","2023"
1700,"2023-08-27","27","08","2023"
1701,"2023-08-28","28","08","2023"
1702,"2023-08-29","29","08","2023"
1703,"2023-08-30","30","08","2023"
1704,"2023-08-31","31","08","2023"
1705,"2023-09-01","01","09","2023"
1706,"2023-09-02","02","09","2023"
1707,"2023-09-03","03","09","2023"
1708,"2023-09-04","04","09","2023"
1709,"2023-09-05","05","09","2023"
1710,"2023-09-06","06","09","2023"
1711,"2023-09-07","07","09","2023"
1712,"2023-09-08","08","09","2023"
1713,"2023-09-09","09","09","2023"
1714,"2023-09-10","10","09","2023"
1715,"2023-09-11","11","09","2023"
1716,"2023-09-12","12","09","2023"
1717,"2023-09-13","13","09","2023"
1718,"2023-09-14","14","09","2023"
1719,"2023-09-15","15","09","2023"
1720,"2023-09-16","16","09","2023"
1721,"2023-09-17","17","09","2023"
1722,"2023-09-18","18","09","2023"
1723,"2023-09-19","19","09","2023"
1724,"2023-09-20","20","09","2023"
1725,"2023-09-21","21","09","2023"
1726,"2023-09-22","22","09","2023"
1727,"2023-09-23","23","09","2023"
1728,"2023-09-24","24","09","2023"
1729,"2023-09-25","25","09","2023"
1730,"2023-09-26","26","09","2023"
1731,"2023-09-27","27","09","2023"
1732,"2023-09-28","28","09","2023"
1733,"2023-09-29","29","09","2023"
1734,"2023-09-30","30","09","2023"
1735,"2023-10-01","01","10","2023"
1736,"2023-10-02","02","10","2023"
1737,"2023-10-03","03","10","2023"
1738,"2023-10-04","04","10","2023"
1739,"2023-10-05","05","10","2023"
1740,"2023-10-06","06","10","2023"
1741,"2023-10-07","07","10","2023"
1742,"2023-10-08","08","10","2023"
1743,"2023-10-09","09","10","2023"
1744,"2023-10-10","10","10","2023"
1745,"2023-10-11","11","10","2023"
1746,"2023-10-12","12","10","2023"
1747,"2023-10-13","13","10","2023"
1748,"2023-10-14","14","10","2023"
1749,"2023-10-15","15","10","2023"
1750,"2023-10-16","16","10","2023"
1751,"2023-10-17","17","10","2023"
1752,"2023-10-18","18","10","2023"
1753,"2023-10-19","19","10","2023"
1754,"2023-10-20","20","10","2023"
1755,"2023-10-21","21","10","2023"
1756,"2023-10-22","22","10","2023"
1757,"2023-10-23","23","10","2023"
1758,"2023-10-24","24","10","2023"
1759,"2023-10-25","25","10","2023"
1760,"2023-10-26","26","10","2023"
1761,"2023-10-27","27","10","2023"
1762,"2023-10-28","28","10","2023"
1763,"2023-10-29","29","10","2023"
1764,"2023-10-30","30","10","2023"
1765,"2023-10-31","31","10","2023"
1766,"2023-11-01","01","11","2023"
1767,"2023-11-02","02","11","2023"
1768,"2023-11-03","03","11","2023"
1769,"2023-11-04","04","11","2023"
1770,"2023-11-05","05","11","2023"
1771,"2023-11-06","06","11","2023"
1772,"2023-11-07","07","11","2023"
1773,"2023-11-08","08","11","2023"
1774,"2023-11-09","09","11","2023"
1775,"2023-11-10","10","11","2023"
1776,"2023-11-11","11","11","2023"
1777,"2023-11-12","12","11","2023"
1778,"2023-11-13","13","11","2023"
1779,"2023-11-14","14","11","2023"
1780,"2023-11-15","15","11","2023"
1781,"2023-11-16","16","11","2023"
1782,"2023-11-17","17","11","2023"
1783,"2023-11-18","18","11","2023"
1784,"2023-11-19","19","11","2023"
1785,"2023-11-20","20","11","2023"
1786,"2023-11-21","21","11","2023"
1787,"2023-11-22","22","11","2023"
1788,"2023-11-23","23","11","2023"
1789,"2023-11-24","24","11","2023"
1790,"2023-11-25","25","11","2023"
1791,"2023-11-26","26","11","2023"
1792,"2023-11-27","27","11","2023"
1793,"2023-11-28","28","11","2023"
1794,"2023-11-29","29","11","2023"
1795,"2023-11-30","30","11","2023"
1796,"2023-12-01","01","12","2023"
1797,"2023-12-02","02","12","2023"
1798,"2023-12-03","03","12","2023"
1799,"2023-12-04","04","12","2023"
1800,"2023-12-05","05","12","2023"
1801,"2023-12-06","06","12","2023"
1802,"2023-12-07","07","12","2023"
1803,"2023-12-08","08","12","2023"
1804,"2023-12-09","09","12","2023"
1805,"2023-12-10","10","12","2023"
1806,"2023-12-11","11","12","2023"
1807,"2023-12-12","12","12","2023"
1808,"2023-12-13","13","12","2023"
1809,"2023-12-14","14","12","2023"
1810,"2023-12-15","15","12","2023"
1811,"2023-12-16","16","12","2023"
1812,"2023-12-17","17","12","2023"
1813,"2023-12-18","18","12","2023"
1814,"2023-12-19","19","12","2023"
1815,"2023-12-20","20","12","2023"
1816,"2023-12-21","21","12","2023"
1817,"2023-12-22","22","12","2023"
1818,"2023-12-23","23","12","2023"
1819,"2023-12-24","24","12","2023"
1820,"2023-12-25","25","12","2023"
1821,"2023-12-26","26","12","2023"
1822,"2023-12-27","27","12","2023"
1823,"2023-12-28","28","12","2023"
1824,"2023-12-29","29","12","2023"
1825,"2023-12-30","30","12","2023"
1826,"2023-12-31","31","12","2023"
1827,"2024-01-01","01","01","2024"
1828,"2024-01-02","02","01","2024"
1829,"2024-01-03","03","01","2024"
1830,"2024-01-04","04","01","2024"
1831,"2024-01-05","05","01","2024"
1832,"2024-01-06","06","01","2024"
1833,"2024-01-07","07","01","2024"
1834,"2024-01-08","08","01","2024"
1835,"2024-01-09","09","01","2024"
1836,"2024-01-10","10","01","2024"
1837,"2024-01-11","11","01","2024"
1838,"2024-01-12","12","01","2024"
1839,"2024-01-13","13","01","2024"
1840,"2024-01-14","14","01","2024"
1841,"2024-01-15","15","01","2024"
1842,"2024-01-16","16","01","2024"
1843,"2024-01-17","17","01","2024"
1844,"2024-01-18","18","01","2024"
1845,"2024-01-19","19","01","2024"
1846,"2024-01-20","20","01","2024"
1847,"2024-01-21","21","01","2024"
1848,"2024-01-22","22","01","2024"
1849,"2024-01-23","23","01","2024"
1850,"2024-01-24","24","01","2024"
1851,"2024-01-25","25","01","2024"
1852,"2024-01-26","26","01","2024"
1853,"2024-01-27","27","01","2024"
1854,"2024-01-28","28","01","2024"
1855,"2024-01-29","29","01","2024"
1856,"2024-01-30","30","01","2024"
1857,"2024-01-31","31","01","2024"
1858,"2024-02-01","01","02","2024"
1859,"2024-02-02","02","02","2024"
1860,"2024-02-03","03","02","2024"
1861,"2024-02-04","04","02","2024"
1862,"2024-02-05","05","02","2024"
1863,"2024-02-06","06","02","2024"
1864,"2024-02-07","07","02","2024"
1865,"2024-02-08","08","02","2024"
1866,"2024-02-09","09","02","2024"
1867,"2024-02-10","10","02","2024"
1868,"2024-02-11","11","02","2024"
1869,"2024-02-12","12","02","2024"
1870,"2024-02-13","13","02","2024"
1871,"2024-02-14","14","02","2024"
1872,"2024-02-15","15","02","2024"
1873,"2024-02-16","16","02","2024"
1874,"2024-02-17","17","02","2024"
1875,"2024-02-18","18","02","2024"
1876,"2024-02-19","19","02","2024"
1877,"2024-02-20","20","02","2024"
1878,"2024-02-21","21","02","2024"
1879,"2024-02-22","22","02","2024"
1880,"2024-02-23","23","02","2024"
1881,"2024-02-24","24","02","2024"
1882,"2024-02-25","25","02","2024"
1883,"2024-02-26","26","02","2024"
1884,"2024-02-27","27","02","2024"
1885,"2024-02-28","28","02","2024"
1886,"2024-02-29","29","02","2024"
1887,"2024-03-01","01","03","2024"
1888,"2024-03-02","02","03","2024"
1889,"2024-03-03","03","03","2024"
1890,"2024-03-04","04","03","2024"
1891,"2024-03-05","05","03","2024"
1892,"2024-03-06","06","03","2024"
1893,"2024-03-07","07","03","2024"
1894,"2024-03-08","08","03","2024"
1895,"2024-03-09","09","03","2024"
1896,"2024-03-10","10","03","2024"
1897,"2024-03-11","11","03","2024"
1898,"2024-03-12","12","03","2024"
1899,"2024-03-13","13","03","2024"
1900,"2024-03-14","14","03","2024"
1901,"2024-03-15","15","03","2024"
1902,"2024-03-16","16","03","2024"
1903,"2024-03-17","17","03","2024"
1904,"2024-03-18","18","03","2024"
1905,"2024-03-19","19","03","2024"
1906,"2024-03-20","20","03","2024"
1907,"2024-03-21","21","03","2024"
1908,"2024-03-22","22","03","2024"
1909,"2024-03-23","23","03","2024"
1910,"2024-03-24","24","03","2024"
1911,"2024-03-25","25","03","2024"
1912,"2024-03-26","26","03","2024"
1913,"2024-03-27","27","03","2024"
1914,"2024-03-28","28","03","2024"
1915,"2024-03-29","29","03","2024"
1916,"2024-03-30","30","03","2024"
1917,"2024-03-31","31","03","2024"
1918,"2024-04-01","01","04","2024"
1919,"2024-04-02","02","04","2024"
1920,"2024-04-03","03","04","2024"
1921,"2024-04-04","04","04","2024"
1922,"2024-04-05","05","04","2024"
1923,"2024-04-06","06","04","2024"
1924,"2024-04-07","07","04","2024"
1925,"2024-04-08","08","04","2024"
1926,"2024-04-09","09","04","2024"
1927,"2024-04-10","10","04","2024"
1928,"2024-04-11","11","04","2024"
1929,"2024-04-12","12","04","2024"
1930,"2024-04-13","13","04","2024"
1931,"2024-04-14","14","04","2024"
1932,"2024-04-15","15","04","2024"
1933,"2024-04-16","16","04","2024"
1934,"2024-04-17","17","04","2024"
1935,"2024-04-18","18","04","2024"
1936,"2024-04-19","19","04","2024"
1937,"2024-04-20","20","04","2024"
1938,"2024-04-21","21","04","2024"
1939,"2024-04-22","22","04","2024"
1940,"2024-04-23","23","04","2024"
1941,"2024-04-24","24","04","2024"
1942,"2024-04-25","25","04","2024"
1943,"2024-04-26","26","04","2024"
1944,"2024-04-27","27","04","2024"
1945,"2024-04-28","28","04","2024"
1946,"2024-04-29","29","04","2024"
1947,"2024-04-30","30","04","2024"
1948,"2024-05-01","01","05","2024"
1949,"2024-05-02","02","05","2024"
1950,"2024-05-03","03","05","2024"
1951,"2024-05-04","04","05","2024"
1952,"2024-05-05","05","05","2024"
1953,"2024-05-06","06","05","2024"
1954,"2024-05-07","07","05","2024"
1955,"2024-05-08","08","05","2024"
1956,"2024-05-09","09","05","2024"
1957,"2024-05-10","10","05","2024"
1958,"2024-05-11","11","05","2024"
1959,"2024-05-12","12","05","2024"
1960,"2024-05-13","13","05","2024"
1961,"2024-05-14","14","05","2024"
1962,"2024-05-15","15","05","2024"
1963,"2024-05-16","16","05","2024"
1964,"2024-05-17","17","05","2024"
1965,"2024-05-18","18","05","2024"
1966,"2024-05-19","19","05","2024"
1967,"2024-05-20","20","05","2024"
1968,"2024-05-21","21","05","2024"
1969,"2024-05-22","22","05","2024"
1970,"2024-05-23","23","05","2024"
1971,"2024-05-24","24","05","2024"
1972,"2024-05-25","25","05","2024"
1973,"2024-05-26","26","05","2024"
1974,"2024-05-27","27","05","2024"
1975,"2024-05-28","28","05","2024"
1976,"2024-05-29","29","05","2024"
1977,"2024-05-30","30","05","2024"
1978,"2024-05-31","31","05","2024"
1979,"2024-06-01","01","06","2024"
1980,"2024-06-02","02","06","2024"
1981,"2024-06-03","03","06","2024"
1982,"2024-06-04","04","06","2024"
1983,"2024-06-05","05","06","2024"
1984,"2024-06-06","06","06","2024"
1985,"2024-06-07","07","06","2024"
1986,"2024-06-08","08","06","2024"
1987,"2024-06-09","09","06","2024"
1988,"2024-06-10","10","06","2024"
1989,"2024-06-11","11","06","2024"
1990,"2024-06-12","12","06","2024"
1991,"2024-06-13","13","06","2024"
1992,"2024-06-14","14","06","2024"
1993,"2024-06-15","15","06","2024"
1994,"2024-06-16","16","06","2024"
1995,"2024-06-17","17","06","2024"
1996,"2024-06-18","18","06","2024"
1997,"2024-06-19","19","06","2024"
1998,"2024-06-20","20","06","2024"
1999,"2024-06-21","21","06","2024"
2000,"2024-06-22","22","06","2024"
2001,"2024-06-23","23","06","2024"
2002,"2024-06-24","24","06","2024"
2003,"2024-06-25","25","06","2024"
2004,"2024-06-26","26","06","2024"
2005,"2024-06-27","27","06","2024"
2006,"2024-06-28","28","06","2024"
2007,"2024-06-29","29","06","2024"
2008,"2024-06-30","30","06","2024"
2009,"2024-07-01","01","07","2024"
2010,"2024-07-02","02","07","2024"
2011,"2024-07-03","03","07","2024"
2012,"2024-07-04","04","07","2024"
2013,"2024-07-05","05","07","2024"
2014,"2024-07-06","06","07","2024"
2015,"2024-07-07","07","07","2024"
2016,"2024-07-08","08","07","2024"
2017,"2024-07-09","09","07","2024"
2018,"2024-07-10","10","07","2024"
2019,"2024-07-11","11","07","2024"
2020,"2024-07-12","12","07","2024"
2021,"2024-07-13","13","07","2024"
2022,"2024-07-14","14","07","2024"
2023,"2024-07-15","15","07","2024"
2024,"2024-07-16","16","07","2024"
2025,"2024-07-17","17","07","2024"
2026,"2024-07-18","18","07","2024"
2027,"2024-07-19","19","07","2024"
2028,"2024-07-20","20","07","2024"
2029,"2024-07-21","21","07","2024"
2030,"2024-07-22","22","07","2024"
2031,"2024-07-23","23","07","2024"
2032,"2024-07-24","24","07","2024"
2033,"2024-07-25","25","07","2024"
2034,"2024-07-26","26","07","2024"
2035,"2024-07-27","27","07","2024"
2036,"2024-07-28","28","07","2024"
2037,"2024-07-29","29","07","2024"
2038,"2024-07-30","30","07","2024"
2039,"2024-07-31","31","07","2024"
2040,"2024-08-01","01","08","2024"
2041,"2024-08-02","02","08","2024"
2042,"2024-08-03","03","08","2024"
2043,"2024-08-04","04","08","2024"
2044,"2024-08-05","05","08","2024"
2045,"2024-08-06","06","08","2024"
2046,"2024-08-07","07","08","2024"
2047,"2024-08-08","08","08","2024"
2048,"2024-08-09","09","08","2024"
2049,"2024-08-10","10","08","2024"
2050,"2024-08-11","11","08","2024"
2051,"2024-08-12","12","08","2024"
2052,"2024-08-13","13","08","2024"
2053,"2024-08-14","14","08","2024"
2054,"2024-08-15","15","08","2024"
2055,"2024-08-16","16","08","2024"
2056,"2024-08-17","17","08","2024"
2057,"2024-08-18","18","08","2024"
2058,"2024-08-19","19","08","2024"
2059,"2024-08-20","20","08","2024"
2060,"2024-08-21","21","08","2024"
2061,"2024-08-22","22","08","2024"
2062,"2024-08-23","23","08","2024"
2063,"2024-08-24","24","08","2024"
2064,"2024-08-25","25","08","2024"
2065,"2024-08-26","26","08","2024"
2066,"2024-08-27","27","08","2024"
2067,"2024-08-28","28","08","2024"
2068,"2024-08-29","29","08","2024"
2069,"2024-08-30","30","08","2024"
2070,"2024-08-31","31","08","2024"
2071,"2024-09-01","01","09","2024"
2072,"2024-09-02","02","09","2024"
2073,"2024-09-03","03","09","2024"
2074,"2024-09-04","04","09","2024"
2075,"2024-09-05","05","09","2024"
2076,"2024-09-06","06","09","2024"
2077,"2024-09-07","07","09","2024"
2078,"2024-09-08","08","09","2024"
2079,"2024-09-09","09","09","2024"
2080,"2024-09-10","10","09","2024"
2081,"2024-09-11","11","09","2024"
2082,"2024-09-12","12","09","2024"
2083,"2024-09-13","13","09","2024"
2084,"2024-09-14","14","09","2024"
2085,"2024-09-15","15","09","2024"
2086,"2024-09-16","16","09","2024"
2087,"2024-09-17","17","09","2024"
2088,"2024-09-18","18","09","2024"
2089,"2024-09-19","19","09","2024"
2090,"2024-09-20","20","09","2024"
2091,"2024-09-21","21","09","2024"
2092,"2024-09-22","22","09","2024"
2093,"2024-09-23","23","09","2024"
2094,"2024-09-24","24","09","2024"
2095,"2024-09-25","25","09","2024"
2096,"2024-09-26","26","09","2024"
2097,"2024-09-27","27","09","2024"
2098,"2024-09-28","28","09","2024"
2099,"2024-09-29","29","09","2024"
2100,"2024-09-30","30","09","2024"
2101,"2024-10-01","01","10","2024"
2102,"2024-10-02","02","10","2024"
2103,"2024-10-03","03","10","2024"
2104,"2024-10-04","04","10","2024"
2105,"2024-10-05","05","10","2024"
2106,"2024-10-06","06","10","2024"
2107,"2024-10-07","07","10","2024"
2108,"2024-10-08","08","10","2024"
2109,"2024-10-09","09","10","2024"
2110,"2024-10-10","10","10","2024"
2111,"2024-10-11","11","10","2024"
2112,"2024-10-12","12","10","2024"
2113,"2024-10-13","13","10","2024"
2114,"2024-10-14","14","10","2024"
2115,"2024-10-15","15","10","2024"
2116,"2024-10-16","16","10","2024"
2117,"2024-10-17","17","10","2024"
2118,"2024-10-18","18","10","2024"
2119,"2024-10-19","19","10","2024"
2120,"2024-10-20","20","10","2024"
2121,"2024-10-21","21","10","2024"
2122,"2024-10-22","22","10","2024"
2123,"2024-10-23","23","10","2024"
2124,"2024-10-24","24","10","2024"
2125,"2024-10-25","25","10","2024"
2126,"2024-10-26","26","10","2024"
2127,"2024-10-27","27","10","2024"
2128,"2024-10-28","28","10","2024"
2129,"2024-10-29","29","10","2024"
2130,"2024-10-30","30","10","2024"
2131,"2024-10-31","31","10","2024"
2132,"2024-11-01","01","11","2024"
2133,"2024-11-02","02","11","2024"
2134,"2024-11-03","03","11","2024"
2135,"2024-11-04","04","11","2024"
2136,"2024-11-05","05","11","2024"
2137,"2024-11-06","06","11","2024"
2138,"2024-11-07","07","11","2024"
2139,"2024-11-08","08","11","2024"
2140,"2024-11-09","09","11","2024"
2141,"2024-11-10","10","11","2024"
2142,"2024-11-11","11","11","2024"
2143,"2024-11-12","12","11","2024"
2144,"2024-11-13","13","11","2024"
2145,"2024-11-14","14","11","2024"
2146,"2024-11-15","15","11","2024"
2147,"2024-11-16","16","11","2024"
2148,"2024-11-17","17","11","2024"
2149,"2024-11-18","18","11","2024"
2150,"2024-11-19","19","11","2024"
2151,"2024-11-20","20","11","2024"
2152,"2024-11-21","21","11","2024"
2153,"2024-11-22","22","11","2024"
2154,"2024-11-23","23","11","2024"
2155,"2024-11-24","24","11","2024"
2156,"2024-11-25","25","11","2024"
2157,"2024-11-26","26","11","2024"
2158,"2024-11-27","27","11","2024"
2159,"2024-11-28","28","11","2024"
2160,"2024-11-29","29","11","2024"
2161,"2024-11-30","30","11","2024"
2162,"2024-12-01","01","12","2024"
2163,"2024-12-02","02","12","2024"
2164,"2024-12-03","03","12","2024"
2165,"2024-12-04","04","12","2024"
2166,"2024-12-05","05","12","2024"
2167,"2024-12-06","06","12","2024"
2168,"2024-12-07","07","12","2024"
2169,"2024-12-08","08","12","2024"
2170,"2024-12-09","09","12","2024"
2171,"2024-12-10","10","12","2024"
2172,"2024-12-11","11","12","2024"
2173,"2024-12-12","12","12","2024"
2174,"2024-12-13","13","12","2024"
2175,"2024-12-14","14","12","2024"
2176,"2024-12-15","15","12","2024"
2177,"2024-12-16","16","12","2024"
2178,"2024-12-17","17","12","2024"
2179,"2024-12-18","18","12","2024"
2180,"2024-12-19","19","12","2024"
2181,"2024-12-20","20","12","2024"
2182,"2024-12-21","21","12","2024"
2183,"2024-12-22","22","12","2024"
2184,"2024-12-23","23","12","2024"
2185,"2024-12-24","24","12","2024"
2186,"2024-12-25","25","12","2024"
2187,"2024-12-26","26","12","2024"
2188,"2024-12-27","27","12","2024"
2189,"2024-12-28","28","12","2024"
2190,"2024-12-29","29","12","2024"
2191,"2024-12-30","30","12","2024"
2192,"2024-12-31","31","12","2024"
2193,"2025-01-01","01","01","2025"
2194,"2025-01-02","02","01","2025"
2195,"2025-01-03","03","01","2025"
2196,"2025-01-04","04","01","2025"
2197,"2025-01-05","05","01","2025"
2198,"2025-01-06","06","01","2025"
2199,"2025-01-07","07","01","2025"
2200,"2025-01-08","08","01","2025"
2201,"2025-01-09","09","01","2025"
2202,"2025-01-10","10","01","2025"
2203,"2025-01-11","11","01","2025"
2204,"2025-01-12","12","01","2025"
2205,"2025-01-13","13","01","2025"
2206,"2025-01-14","14","01","2025"
2207,"2025-01-15","15","01","2025"
2208,"2025-01-16","16","01","2025"
2209,"2025-01-17","17","01","2025"
2210,"2025-01-18","18","01","2025"
2211,"2025-01-19","19","01","2025"
2212,"2025-01-20","20","01","2025"
2213,"2025-01-21","21","01","2025"
2214,"2025-01-22","22","01","2025"
2215,"2025-01-23","23","01","2025"
2216,"2025-01-24","24","01","2025"
2217,"2025-01-25","25","01","2025"
2218,"2025-01-26","26","01","2025"
2219,"2025-01-27","27","01","2025"
2220,"2025-01-28","28","01","2025"
2221,"2025-01-29","29","01","2025"
2222,"2025-01-30","30","01","2025"
2223,"2025-01-31","31","01","2025"
2224,"2025-02-01","01","02","2025"
2225,"2025-02-02","02","02","2025"
2226,"2025-02-03","03","02","2025"
2227,"2025-02-04","04","02","2025"
2228,"2025-02-05","05","02","2025"
2229,"2025-02-06","06","02","2025"
2230,"2025-02-07","07","02","2025"
2231,"2025-02-08","08","02","2025"
2232,"2025-02-09","09","02","2025"
2233,"2025-02-10","10","02","2025"
2234,"2025-02-11","11","02","2025"
2235,"2025-02-12","12","02","2025"
2236,"2025-02-13","13","02","2025"
2237,"2025-02-14","14","02","2025"
2238,"2025-02-15","15","02","2025"
2239,"2025-02-16","16","02","2025"
2240,"2025-02-17","17","02","2025"
2241,"2025-02-18","18","02","2025"
2242,"2025-02-19","19","02","2025"
2243,"2025-02-20","20","02","2025"
2244,"2025-02-21","21","02","2025"
2245,"2025-02-22","22","02","2025"
2246,"2025-02-23","23","02","2025"
2247,"2025-02-24","24","02","2025"
2248,"2025-02-25","25","02","2025"
2249,"2025-02-26","26","02","2025"
2250,"2025-02-27","27","02","2025"
2251,"2025-02-28","28","02","2025"
2252,"2025-03-01","01","03","2025"
2253,"2025-03-02","02","03","2025"
2254,"2025-03-03","03","03","2025"
2255,"2025-03-04","04","03","2025"
2256,"2025-03-05","05","03","2025"
2257,"2025-03-06","06","03","2025"
2258,"2025-03-07","07","03","2025"
2259,"2025-03-08","08","03","2025"
2260,"2025-03-09","09","03","2025"
2261,"2025-03-10","10","03","2025"
2262,"2025-03-11","11","03","2025"
2263,"2025-03-12","12","03","2025"
2264,"2025-03-13","13","03","2025"
2265,"2025-03-14","14","03","2025"
2266,"2025-03-15","15","03","2025"
2267,"2025-03-16","16","03","2025"
2268,"2025-03-17","17","03","2025"
2269,"2025-03-18","18","03","2025"
2270,"2025-03-19","19","03","2025"
2271,"2025-03-20","20","03","2025"
2272,"2025-03-21","21","03","2025"
2273,"2025-03-22","22","03","2025"
2274,"2025-03-23","23","03","2025"
2275,"2025-03-24","24","03","2025"
2276,"2025-03-25","25","03","2025"
2277,"2025-03-26","26","03","2025"
2278,"2025-03-27","27","03","2025"
2279,"2025-03-28","28","03","2025"
2280,"2025-03-29","29","03","2025"
2281,"2025-03-30","30","03","2025"
2282,"2025-03-31","31","03","2025"
2283,"2025-04-01","01","04","2025"
2284,"2025-04-02","02","04","2025"
2285,"2025-04-03","03","04","2025"
2286,"2025-04-04","04","04","2025"
2287,"2025-04-05","05","04","2025"
2288,"2025-04-06","06","04","2025"
2289,"2025-04-07","07","04","2025"
2290,"2025-04-08","08","04","2025"
2291,"2025-04-09","09","04","2025"
2292,"2025-04-10","10","04","2025"
2293,"2025-04-11","11","04","2025"
2294,"2025-04-12","12","04","2025"
2295,"2025-04-13","13","04","2025"
2296,"2025-04-14","14","04","2025"
2297,"2025-04-15","15","04","2025"
2298,"2025-04-16","16","04","2025"
2299,"2025-04-17","17","04","2025"
2300,"2025-04-18","18","04","2025"
2301,"2025-04-19","19","04","2025"
2302,"2025-04-20","20","04","2025"
2303,"2025-04-21","21","04","2025"
2304,"2025-04-22","22","04","2025"
2305,"2025-04-23","23","04","2025"
2306,"2025-04-24","24","04","2025"
2307,"2025-04-25","25","04","2025"
2308,"2025-04-26","26","04","2025"
2309,"2025-04-27","27","04","2025"
2310,"2025-04-28","28","04","2025"
2311,"2025-04-29","29","04","2025"
2312,"2025-04-30","30","04","2025"
2313,"2025-05-01","01","05","2025"
2314,"2025-05-02","02","05","2025"
2315,"2025-05-03","03","05","2025"
2316,"2025-05-04","04","05","2025"
2317,"2025-05-05","05","05","2025"
2318,"2025-05-06","06","05","2025"
2319,"2025-05-07","07","05","2025"
2320,"2025-05-08","08","05","2025"
2321,"2025-05-09","09","05","2025"
2322,"2025-05-10","10","05","2025"
2323,"2025-05-11","11","05","2025"
2324,"2025-05-12","12","05","2025"
2325,"2025-05-13","13","05","2025"
2326,"2025-05-14","14","05","2025"
2327,"2025-05-15","15","05","2025"
2328,"2025-05-16","16","05","2025"
2329,"2025-05-17","17","05","2025"
2330,"2025-05-18","18","05","2025"
2331,"2025-05-19","19","05","2025"
2332,"2025-05-20","20","05","2025"
2333,"2025-05-21","21","05","2025"
2334,"2025-05-22","22","05","2025"
2335,"2025-05-23","23","05","2025"
2336,"2025-05-24","24","05","2025"
2337,"2025-05-25","25","05","2025"
2338,"2025-05-26","26","05","2025"
2339,"2025-05-27","27","05","2025"
2340,"2025-05-28","28","05","2025"
2341,"2025-05-29","29","05","2025"
2342,"2025-05-30","30","05","2025"
2343,"2025-05-31","31","05","2025"
2344,"2025-06-01","01","06","2025"
2345,"2025-06-02","02","06","2025"
2346,"2025-06-03","03","06","2025"
2347,"2025-06-04","04","06","2025"
